id,source_name,title,summary,human_label,note
159579,NTV,dem parti'nin i̇mralı heyeti öcalan ile görüştü,"dem parti heyeti, i̇mralı adası'nda abdullah öcalan görüştü. heyet bugün açıklama yapacak.",,
201771,Cumhuriyet,tatilciler erken dönüşe geçti: 43 ilin bağlantı noktası kilitlendi,"ulaşımda 43 ilin bağlantı noktası olarak bilinen ""kilit kavşak"" kırıkkale'de, kurban bayramı tatilini tamamlayan vatandaşların dönüş yoluna geçmesiyle kara yollarında trafik yoğunluğu yaşandı. ankara yönüne doğru artan araç yoğunluğu havadan görüntülendi.",,
201520,Sabah,türkiye buğdayda tarih yazmaya hazırlanıyor,"küresel kriz gıda arzını tehdit ederken türkiye hububatta rekor kırmaya hazırlanıyor. son 66 yılın en iyi yağışı, üretimi sıçrattı. buğdayda 23 milyon tonluk tarihi bir rekolte bekleniyor. çiftçi, “bu... devamı için tıklayınız",,
159847,CNN Türk,wembanyama maça damga vurdu! spurs - thunder serisinde durum: 2-2,"amerikan basketbol ligi (nba) play-off'larında san antonio spurs, sahasında oklahoma city thunder'ı 103-82 yenerek seriyi 2-2'ye getirdi.",,
161100,TRT Haber,dmm'den sahte kurban ilanlarına ilişkin uyarı,"i̇letişim başkanlığı dezenformasyonla mücadele merkezi dmm, vatandaşları, sosyal medyadaki sahte kurban ilanlarına karşı uyararak, piyasa değerinin çok altında ilan paylaşan, acele ödeme talebinde bulunan ve doğrulanmamış iban bilgileriyle işlem yapılmasını isteyen kişi ve hesaplara karşı dikkatli olunmasını tavsiye etti.",,
130315,Milliyet,ali ölümün kıyısında,"20 yıldır izleyicisiyle buluşan dizinin yeni bölüm tanıtımı gerilimi zirveye taşıdı. eski bir mossad ajanının i̇stanbul’a gelişiyle yaşanacak olaylar, ali’yi (alp korkmaz) ölümün kıyısına sürükleyecek. çatışma sahneleriyle heyecanı artıran d media imzalı ‘arka sokaklar’, yeni bölümüyle bu akşam saat 20.00’da kanal d’de...",,
180818,Habertürk,noa lang dünya kupası'nda!,,,
158906,Hürriyet,karaktere özel müzik listesi,"türkiye-suudi arabistan ortak yapımı ‘soy’ filmi için kamera karşısına geçen özge özacar, rollerine nasıl hazırlandığını anlattı: “en vazgeçilmez ritüelim, karakterimi bana arkadaş kılan müzik listeleri oluşturmak.”",,
131595,Yeni Şafak,türk aktivist plastik mermiyle bacağından yaralanmıştı: acil ameliyata alındı,i̇srail askerleri tarafından bacağından vurulan sumud aktivisti mecit bahçıvan acil ameliyata alındı.,,
167057,CNN Türk,memur ve emekliye çift zam hesabı! i̇şte uzman isimden detaylar…,"ekonomist muhammet bayram, 2026 yılının ilk dört ayında oluşan yüzde 14,64’lük enflasyon farkının emeklilere verilen zamların büyük kısmını erittiğini söyledi. yılın devamında bu oranın yüzde 18-19 seviyelerine çıkabileceğini belirten bayram, emeklilerin alım gücünün azaldığını ifade etti. emeklilerin enflasyon zammının yanı sıra seyyanen artış ve taban maaş düzenlemesi beklediği, ancak kalıcı çözümün enflasyonun düşmesiyle mümkün olacağı vurgulandı. detayları cnn türk ekibinden ahmet gündoğdu'nun haberinde.",,
175532,Milliyet,andiç’in oğlu görevinden ayrıldı,"mahkemenin babasını öldürmüş olabileceği gerekçesiyle yürüttüğü cinayet soruşturması kapsamında geçen hafta gözaltına alınıp 1 milyon euro kefaletle serbest bırakılan jonathan andiç (45) suçlamaları reddediyor.i̇sak andiç, 14 aralık 2024’te i̇spanya’daki montserrat dağlarında oğluyla birlikte yürürken düşmüş ve 71 yaşında hayatını kaybetmişti. önce kaza denilen olay sonra mahkemenin jonathan andiç’e yönelik deliller olduğu gerekçesiyle cinayet soruşturması başlatmasıyla gündeme geldi. i̇stanbul doğumlu i̇sak andiç, 1960’ların sonlarında genç bir delikanlıyken ailesiyle birlikte türkiye’den barselona’ya taşındı. 1984 yılında ağabeyininyardımıyla ilk mango mağazasını açtı ve şirketi kısa sürede önde gelen moda gruplarından biri haline getirdi.",,
167715,Sözcü,kurban derisi altın değerinde,,,
161046,Sabah,vi̇op'ta endeks kontratı haftaya yükselişle başladı,"borsa i̇stanbul vadeli i̇şlem ve opsiyon piyasası'nda (vi̇op) bist 30 endeksine dayalı haziran vadeli kontrat haftaya yüzde 1,34 yükselişle 16.360,00 puandan başladı. devamı için tıklayınız",,
162107,Yeni Şafak,merkez bankası faiz kararı ne zaman açıklanacak? tcmb haziran 2026 ppk tarihi,"türkiye cumhuriyet merkez bankası’nın (tcmb) haziran ayı faiz kararı için kritik tarih netleşti. piyasalar, yatırımcılar ve milyonlarca vatandaş “merkez bankası faiz kararı ne zaman açıklanacak, faiz sabit mi kalacak?” sorusuna odaklanırken, gözler 11 haziran’da yapılacak para politikası kurulu (ppk) toplantısına çevrildi. nisan ayında politika faizini yüzde 37’de sabit tutan tcmb’nin yeni kararında vereceği mesajlar; dolar, altın, mevduat faizleri, kredi piyasası ve enflasyon beklentileri açısından yakından takip ediliyor.",,
160117,Sözcü,chp'de yaşananlar sonrası kemal kılıçdaroğlu'ndan ilk açıklama,chp'de yaşananlar sonrası kemal kılıçdaroğlu'ndan ilk açıklama,,
160884,Milliyet,kırmızı etin görünmeyen yüzü,"kırmızı et en tartışmalı yiyeceklerinden biri. bir tarafta iyi bir protein kaynağı olduğu söyleniyor, diğer tarafta kalp hastalıklarıyla ilişkilendiriliyor. kimi uzman tamamen uzak durulmasını önerirken, kimileri kararında tüketildiğinde faydalı olduğunu savunuyor. fakat son yıllarda bilim dünyasının dikkatini çeken başka bir konu var, tmao (trimetilamin n-oksit). çünkü mesele artık yalnızca yağlı et ya da kolesterol değil. bilim insanları bugün bağırsaklarımızda yaşayan bakterilerin, yediğimiz yiyecekleri nasıl dönüştürdüğünü ve bunun damarlarımızı nasıl etkilediğini araştırıyor. yani artık yalnızca ne yediğimiz değil, vücudumuzun onu nasıl işlediği de büyük önem taşıyor. kırmızı et karnitin ve kolin açısından zengin bir besindir. bunlar, enerji üretiminde görev alan doğal bir bileşiktir ve kas dokusunda yoğun şekilde bulunur. i̇lk bakışta zararsız hatta faydalı görünür. bağırsaklarımızdaki bazı bakteriler bu maddeleri parçalayarak, trimetilamin yani tma adlı bir başka bir madde üretir. ardından karaciğer devreye girer ve bu maddeyi tmao’ya dönüştürür ve yüksek tmao seviyeleri ile kalp-damar hastalıkları arasında dikkat çekici bir ilişki vardır. araştırmalar, kandaki tmao düzeyi yükseldikçe damar sertliği, kalp krizi ve inme riskinin artabileceğini öne sürüyor. tmao’nun damar duvarlarında iltihaplanmayı artırdığı, kolesterol birikimini kolaylaştırdığı ve damar yapısını bozabildiği düşünülüyor. aynı miktarda eti yiyen iki kişide bile farklı sonuçlar ortaya çıkabiliyor. eğer bağırsak florası kötü beslenme nedeniyle bozulmuşsa, kırmızı et tüketimi sonrası daha fazla tmao üretilebiliyor. yalnızca kırmızı et yemek değil nasıl tükettiğiniz de önemli. çünkü kırmızı et hâlâ demir, çinko, b12 vitamini ve kaliteli protein açısından önemli bir besin kaynağı. özellikle kansızlık yaşayan bireylerde veya belirli yaş gruplarında kontrollü tüketimi faydalı olabilir. ancak modern yaşam tarzı, eti çoğu zaman sebzeden uzak, lifsiz ve aşırı işlenmiş biçimde tüketiyor. i̇şte risk burada büyüyor. birçok insan hamburger, sucuk, salam ve sosis gibi işlenmiş et ürünlerini sık tüketiyor. üstelik yanında lifli sebzeler yerine kızartmalar ve şekerli içecekler tercih ediliyor. bu beslenme düzeni yalnızca tmao üretimini değil, bağırsak florasının genel yapısını da bozuyor. oysa akdeniz tipi beslenmede durum farklı. sebze, zeytinyağı, baklagil ve lif ağırlıklı bir düzen bağırsak bakterilerini olumlu etkiliyor. lifli besinler iyi bakterileri desteklediği için tmao oluşumunun daha düşük olabileceği düşünülüyor. yani mesele sadece eti suçlamak değil, sofranın bütününe bakmak gerekiyor. daha az işlenmiş, daha dengeli, sebze ve lif ağırlıklı bir beslenme modeli hem bağırsaklarımızı hem damarlarımızı korumaya yardımcı olabilir. herkese iyi bayramlar dilerim.",,
161097,TRT Haber,"bakan fidan, ukrayna ulusal güvenlik ve savunma konseyi sekreteri umerov ile görüştü","dışişleri bakanı hakan fidan, ukrayna ulusal güvenlik ve savunma konseyi sekreteri rüstem umerov'la ankara'da görüştü.",,
160977,Sabah,"bugün eczaneler açık mı, çalışıyor mu? 25 mayıs 2026 idari izinde eczaneler kapalı mı?","kamu kurumları için idari izin kararı alınan 25 mayıs gününde vatandaşların en çok araştırdığı konular arasında eczanelerin çalışma durumu yer alıyor. bu noktada bugün eczaneler açık mı, 25 mayıs 2026... devamı için tıklayınız",,
180828,Habertürk,kurban keserken kalp krizi geçirdiler!,,,
199124,Habertürk,"köprüler bayramda ücretsiz mi 2026? osmangazi, 15 temmuz, fatih sultan mehmet köprüleri paralı mı?",,,
168557,Cumhuriyet,chp baskını sonrası butlan kararı genel merkezin girişine asıldı: chp’de kalan baskın izleri,"chp genel merkezinde polis baskını sonrası yeni günde seçilmiş genel başkan yardımcılarının isimleri odalarından söküldü. partinin kurultayına yönelik butlan kararı, yıkılan otopark kapısının karşısındaki girişe asıldı. partinin duvarlarında ise “o koltuğa icazetle oturacaksın” gibi yazılar kaldı.",,
122180,Habertürk,a milli takım dünya kupası maçları ne zaman?,"2026 fifa dünya kupası için heyecan giderek artarken, a milli futbol takımı da 24 yıl aranın ardından yeniden dünya sahnesinde boy göstermeye hazırlanıyor. geniş ve güçlü oyuncu kadrosuyla dikkat çeken ay-yıldızlı ekip, açıklanacak maç takvimiyle birlikte futbolseverlerin yakın takibinde. i̇şte a milli takım’ın dünya kupası karşılaşmalarına dair merak edilen detaylar…",,
180427,Habertürk,abd-i̇ran gerilimi sonrası altın fiyatlarında düşüş,"altın fiyatları, abd-i̇ran geriliminin yeniden artması ve barış görüşmelerini sekteye uğratması sonrası düşüş serisini sürdürüyor",,
182660,Sözcü,"kurban pazarında arazi kavgası: 1 ölü, 2 yaralı",,,
207839,NTV,laos'ta zamana karşı yarış. 10 gündür mağarada mahsurlar,ggüneydoğu asya ülkesi laos'ta 20 mayıs'tan bu yana bir mağarada mahsur kalan 5 kişi kurtarıldı. kayıp iki kişiyiyse arama çalışmaları sürüyor.,,
154514,Cumhuriyet,"özgür çelik, chp genel merkezi'nde",chp i̇stanbul i̇l başkanı özgür çelik polis ablukasına alınan chp genel merkezi'ne geldi.,,
135769,TRT Haber,tarımsal destekleme ödemesi bugün yapılacak,"tarım ve orman bakanı i̇brahim yumaklı, tarımsal destekleme ödemesi olarak bugün çiftçilerin hesaplarına 6 milyar 468 milyon 162 bin lira aktarılacağını açıkladı.",,
224259,Cumhuriyet,43 ilin 'kilit kavşağı' kırıkkale'de bayram dönüşü kilitlendi: kilometrelerce araç kuyruğu oluştu!,"dokuz günlük kurban bayramı tatilinin son gününde, memleketlerinden dönen yurttaşlar yollara döküldü. türkiye’nin doğu ve kuzeyindeki 43 ilin geçiş güzergahı olan ‘kilit kavşak’ kırıkkale’de kilometrelerce araç kuyruğu oluşurken, yoğunluğun gece geç saatlere kadar sürmesi bekleniyor.",,
141054,NTV,"mi̇t'ten sınır ötesi daeş operasyonu. kırmızı bültenle aranıyordu, suriye'de yakalandılar","milli i̇stihbarat teşkilatı (mi̇t), suriye'de gerçekleştirdiği operasyonda kırmızı bülten ile aranan 10 daeş üyesini yakalayarak türkiye’ye getirdi.",,
158363,Habertürk,sevgilisini denize itti,"duygu arabacıoğlu ile tatil yapmak için bodrum'a giden bülent şakrak, sevgilisini zorla denize itti",,
158882,Hürriyet,mansur yavaş’tan 45 gün çağrısı,"ankara büyükşehir belediye başkanı mansur yavaş, chp genel merkezi’nin polis müdahalesiyle tahliyesine tepki gösterdi.",,
216802,Cumhuriyet,dünya kupası'nın en uzun süre gol yemeyen kalecisi zenga,"fifa dünya kupası tarihinde en uzun süre gol yemeyen kaleci, i̇talyan walter zenga oldu.",,
161149,Cumhuriyet,bayramda avm'ler açık mı? avm'ler çalışıyor mu?,"bayram alışverişi yapmak isteyen birçok kişi bayramda avm'lerin çalışma saatlerini araştırmaya başladı. peki, bayramda avm'ler açık mı? avm'ler çalışıyor mu?",,
217667,Yeni Şafak,dünya yıldızlarını geride bıraktı: en güçlü futbolcu testinden bir türk birinci çıktı,"el dinamometresi ile yapılan ölçümlerde galatasaray'ın milli yıldızı barış alper yılmaz, dünyaca ünlü futbolcuları geride bıraktı. genç oyuncunun ulaştığı rakam dikkat çekti.",,
