id,collected_date,source_name,category,current_label,current_score,confidence_bucket,has_body,label_source,review_status,reviewed_label,review_notes,title,summary,body_snippet,link
96376,2026-05-14,DER SPIEGEL,world_geopolitics,positive,0.418728,low,true,,pending,,,xi jinping empfängt donald trump in china: xi umgarnt trump – und macht druck bei taiwan,"der himmelspalast, flaggen schwenkende kinder und viel militär: chinas staatschef xi jinping bietet donald trump einen pompösen empfang in peking. verfängt das beim us-präsidenten? der staatsbesuch in der liveanalyse.","sie können den artikel leider nicht mehr aufrufen. der link, der ihnen geschickt wurde, ist entweder älter als 30 tage oder der artikel wurde bereits 10 mal geöffnet. sie haben bereits ein digital-abo? zum login sie haben bereits ein print-abo? hier rabattiert digital-zugang bestellen sie haben bereits ein digital-abo? zum login spiegel+ wird über ihren itunes-account abgewickelt und mit kaufbestätigung bezahlt. 24 stunden vor ablauf verlängert sich das abo automatisch um einen monat zum preis von zurzeit ¤ ein jahr zum preis von zurzeit ¤ . in den einstellungen ihres itunes-accounts können sie das abo jederzeit kündigen. um spiegel+ außerhalb dieser app zu nutzen, müssen sie das abo direkt nach dem kauf mit einem spiegel-id-konto verknüpfen. mit dem kauf akzeptieren sie unsere allgemeinen geschäftsbedingungen und datenschutzerklärung .",https://www.spiegel.de/ausland/donald-trump-besucht-china-usa-hoffen-auf-xi-jinpings-hilfe-in-iran-doch-china-hat-eigene-prioritaetenenen-interessen-a-2db6f226-ddcc-4873-8652-eadd74a7e9b1
96413,2026-05-14,DER SPIEGEL,unknown,positive,0.543899,low,false,,pending,,,mecklenburg-vorpommern: spd verkürzt laut umfrage rückstand auf die afd,"lange schien es, als würde die afd auch in mecklenburg-vorpommern der konkurrenz enteilen. in einer neuen erhebung von infratest kann nun jedoch auch die spd zuwächse verzeichnen. anders ist der trend für cdu und bsw.",,https://www.spiegel.de/politik/deutschland/mecklenburg-vorpommern-spd-verkuerzt-laut-umfrage-rueckstand-auf-die-afd-cdu-hinter-linkspartei-a-07e2156e-9ef0-4337-b7d5-409b43637ad0
96436,2026-05-14,DER SPIEGEL,unknown,positive,0.429037,low,false,,pending,,,donald trump und die 250-jahres-feier: feiern die usa ihren geburtstag ohne europäer?,donald trump hat eine »spektakuläre feier« zum 250. unabhängigkeitstag der usa angekündigt. deutsche spitzenpolitiker sind spiegel-recherchen zufolge bislang nicht eingeladen. wohl aber ein prominenter nachbar.,,https://www.spiegel.de/ausland/donald-trump-und-die-250-jahres-feier-feiern-die-usa-ihren-geburtstag-ohne-europaeer-a-70073462-e4e5-48c2-adb4-feb98c974138
96468,2026-05-14,DER SPIEGEL,unknown,positive,0.411337,low,false,,pending,,,manhattan-projekt: forscher finden unbekannte struktur in überresten des ersten atombombentests,"die extremen temperaturen bei der zündung der ersten atombombe im juli 1945 ließen wüstensand zu glas schmelzen. in einer probe haben forschende jetzt ein material nachgewiesen, das bislang unbekannt war.",,https://www.spiegel.de/wissenschaft/mensch/trinity-test-forscher-finden-unbekannte-struktur-in-ueberresten-des-ersten-atombombentests-a-931e275b-8f26-473f-84b7-10ecaa382c8e
96479,2026-05-14,DER SPIEGEL,unknown,positive,0.493825,low,false,,pending,,,straße von gibraltar: grindwale schreien gegen schiffslärm an,"es ist, als lebten sie neben einem kreischenden staubsauger: grindwale in der straße von gibraltar haben mit dem ständigen schiffslärm zu kämpfen. forscher haben jetzt festgestellt, dass die tiere ihre kommunikation daran anpassen.",,https://www.spiegel.de/wissenschaft/natur/strasse-von-gibraltar-grindwale-schreien-gegen-schiffslaerm-an-a-e2e4106c-8629-4243-8ecc-e3ad3b43053e
96380,2026-05-14,DER SPIEGEL,unknown,positive,0.584546,mid,false,,pending,,,christi himmelfahrt und vatertag 2026: was wird an dem tag gefeiert?,manchen menschen ist christi himmelfahrt als vatertag geläufig. doch welchen ursprung hat der feiertag?,,https://www.spiegel.de/panorama/gesellschaft/christi-himmelfahrt-und-vatertag-2026-was-wird-an-dem-tag-gefeiert-a-c1166ded-a412-444f-94bd-4f99f6b24af6
96395,2026-05-14,DER SPIEGEL,unknown,positive,0.725896,mid,false,,pending,,,ligue 1: paris saint-germain zum 14. mal französischer meister,mit einem 2:0 beim ligazweiten krönt sich paris saint-germain erneut zum titelträger der französischen ligue 1. das team von luis enrique hat aber noch ein größeres ziel.,,https://www.spiegel.de/sport/paris-saint-germain-zum-14-mal-franzoesischer-meister-a-ee6fca71-0233-4355-b32c-cce5f5d6773c
96447,2026-05-14,DER SPIEGEL,unknown,positive,0.586798,mid,false,,pending,,,heizungsgesetz: bundesregierung bringt erneute reform auf den weg,die bundesregierung hat nach monatelangen debatten eine erneute reform des heizungsgesetzes auf den weg gebracht. der einbau neuer gas- und ölheizungen soll laut dem kabinettsbeschluss weiterhin möglich sein.,,https://www.spiegel.de/wirtschaft/service/heizungsgesetz-bundesregierung-bringt-erneute-reform-auf-den-weg-a-94f6213a-4232-4389-a1a1-6c4f8f2de83c
97178,2026-05-14,DER SPIEGEL,unknown,positive,0.673811,mid,false,,pending,,,"fußball-wm 2026: shakira, madonna und bts bei halbzeitshow im finale",erstmals wird es bei der fußball-wm in der halbzeitpause des finals eine show mit musik und tanz geben. topstars wie madonna sollen dabei auch eine gigantische summe für weltweite bildungs- und fußballprojekte einsammeln.,,https://www.spiegel.de/sport/fussball/fussball-wm-2026-shakira-madonna-und-bts-bei-halbzeitshow-im-finale-a-78501268-aeba-417e-9b2a-8e88b032a853
96275,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.986931,high,false,,pending,,,abschreckung: deutschlands lücke bei mittelstreckenwaffen,die usa haben die stationierung von tomahawk-marschflugkörpern in deutschland abgesagt. nun sucht die bundesregierung alternativen. können drohnen teil der lösung sein?,,https://www.dw.com/de/abschreckung-deutschlands-lücke-bei-mittelstreckenwaffen/a-77143322?maca=de-rss-de-all-1119-xml-mrss
96282,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.837042,high,true,,pending,,,medien: britischer minister plant revolte gegen starmer,"der premier tritt kämpferisch auf. parteigenossen positionieren sich - für und gegen den regierungschef. ein minister führt in 10 downing street gespräche, deren inhalt nicht für die presse bestimmt ist.","in großbritannien droht dem unter druck geratenen premierminister keir starmer nach medienberichten ein parteiinterner coup. gesundheitsminister wes streeting bereite seinen rücktritt vor, um starmer sodann als chef der labour-partei herauszufordern, melden die zeitung ""the times"" und der sender sky news. die spekulationen überschatteten die traditionelle verlesung des regierungsprogramms durch könig charles , die sogenannte king's speech. auch an den finanzmärkten sorgten sie für unruhe: die kurse britischer staatsanleihen gaben deutlich nach, während die staatlichen refinanzierungskosten leicht stiegen. streeting traf sich vor der king's speech mit starmer in dessen amtssitz in 10 downing street, wollte sich danach zu den inhalten jedoch nicht äußern. die begegnung dauerte weniger als 20 minuten. um eine kampagne für den parteivorsitz offiziell zu starten, benötigt er die unterstützung",https://www.dw.com/de/medien-britischer-minister-plant-revolte-gegen-starmer/a-77150051?maca=de-rss-de-all-1119-xml-mrss
96283,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.886799,high,false,,pending,,,äthiopien und eritrea: angst vor neuem krieg um tigray,tigrays tplf-partei bricht mit dem friedensabkommen: sie hat debretsion gebremichael als präsident des eigentlich entmachteten regionalparlaments vereidigt. neue konflikte mit addis abeba sind vorprogrammiert.,,https://www.dw.com/de/äthiopien-und-eritrea-angst-vor-neuem-krieg-um-tigray/a-77136231?maca=de-rss-de-all-1119-xml-mrss
96308,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.823154,high,true,,pending,,,geopolitik: wenn meerengen zu waffen werden,"die krise um die straße von hormus lenkt den blick auf andere maritime nadelöhre. experten warnen, dass die kontrolle über meerengen wie die straße von malakka oder die taiwanstraße als druckmittel genutzt werden könne.","eine maut für die passage durch die straße von malakka: das wäre ein einträgliches geschäft. ""wenn wir wirklich die mauteinnahmen zu dritt zwischen indonesien, malaysia und singapur aufteilen würden, könnte da einiges zusammenkommen"", sagte der indonesische finanzminister purbaya yudhi sadewa ende april. ganz ernst hatte er es offenbar nicht gemeint, und wenige tage später erklärte der indonesische außenminister sugiono, sein land respektiere die freiheit der schifffahrt und werde keine transitgebühren für die straße von malakka erheben. doch die vorstellung, dass sich der schiffsverkehr nicht nur in der straße von hormus , sondern auch in anderen meeresengen als geopolitisches druckmittel missbrauchen lasse, war in der welt. ""die schließung der straße von hormus hat die politischen entscheidungsträger in asien dazu gezwungen, sich fragen zur sicherheit anderer maritimer engstellen zu st",https://www.dw.com/de/geopolitik-wenn-meerengen-zu-waffen-werden/a-77093095?maca=de-rss-de-all-1119-xml-mrss
96314,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.97323,high,false,,pending,,,klimawandel lässt kaspisches meer schrumpfen,das größte binnengewässer der welt verschwindet. in alarmierendem tempo verliert das kaspische meer an wasser. wissenschaftler warnen vor einem bevorstehenden wendepunkt.,,https://www.dw.com/de/klimawandel-lässt-kaspisches-meer-schrumpfen/a-77099947?maca=de-rss-de-all-1119-xml-mrss
96353,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.992677,high,false,,pending,,,trumps wm 2026 wird kein turnier für fußball-fans,"trumps einreiseverbote und visa-sperren überschatten die wm 2026. während ngos vor repression warnen, sind deutsche fans gespalten: lohnt sich die reise in die usa trotz politischer spannungen und hoher kosten?",,https://www.dw.com/de/trumps-wm-2026-wird-kein-turnier-für-fußball-fans/a-76604821?maca=de-rss-de-all-1119-xml-mrss
96364,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.837042,high,true,,pending,,,medien: britischer minister plant revolte gegen starmer,"der premier tritt kämpferisch auf. parteigenossen positionieren sich - für und gegen den regierungschef. ein minister führt in 10 downing street gespräche, deren inhalt nicht für die presse bestimmt ist.","in großbritannien droht dem unter druck geratenen premierminister keir starmer nach medienberichten ein parteiinterner coup. gesundheitsminister wes streeting bereite seinen rücktritt vor, um starmer sodann als chef der labour-partei herauszufordern, melden die zeitung ""the times"" und der sender sky news. die spekulationen überschatteten die traditionelle verlesung des regierungsprogramms durch könig charles , die sogenannte king's speech. auch an den finanzmärkten sorgten sie für unruhe: die kurse britischer staatsanleihen gaben deutlich nach, während die staatlichen refinanzierungskosten leicht stiegen. streeting traf sich vor der king's speech mit starmer in dessen amtssitz in 10 downing street, wollte sich danach zu den inhalten jedoch nicht äußern. die begegnung dauerte weniger als 20 minuten. um eine kampagne für den parteivorsitz offiziell zu starten, benötigt er die unterstützung",https://www.dw.com/de/medien-britischer-minister-plant-revolte-gegen-starmer/a-77150051?maca=de-rss-de-news-1089-xml-mrss
96286,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.549383,low,false,,pending,,,südasien: bengalen im spannungsfeld von religionen,die region auf dem südasiatischen subkontinent zwischen indien und bangladesch ist für ihre säkularen traditionen bekannt. sie erlebt einen zunehmenden einfluss von religion in der politik.,,https://www.dw.com/de/südasien-bengalen-im-spannungsfeld-von-religionen/a-77142947?maca=de-rss-de-all-1119-xml-mrss
96288,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.532461,low,false,,pending,,,china verstärkt druck auf westliche firmen,"peking besitzt neue weitreichende druckmittel, um unternehmen zu bestrafen, die ihre produktion aus china abziehen. multinationale konzerne geraten zunehmend in ein netz aus zwangsmaßnahmen und komplexen vorschriften.",,https://www.dw.com/de/china-verstärkt-druck-auf-westliche-firmen/a-77132686?maca=de-rss-de-all-1119-xml-mrss
96290,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.525027,low,true,,pending,,,"tunesiens ""schleichender autoritarismus""","tunesiens regierung geht immer schärfer gegen opposition, medien und zivilgesellschaft vor. menschenrechtler warnen vor wachsenden repressionen und einem weiteren abbau demokratischer strukturen.","die sorge um die menschenrechtslage in tunesien  wird immer mehr zum dauerzustand. am montag dieser woche schlug die menschenrechtsorganisation amnesty international alarm . sie wirft den tunesischen behörden vor, den druck auf nicht-regierungs-organisationen (ngos) systematisch zu verschärfen und organisationen zunehmend juristisch auszuschalten. betroffen seien insbesondere gruppen aus den bereichen menschenrechte, migration, wahlbeobachtung und korruptionsbekämpfung. ""dutzende ngos laufen gefahr, aufgelöst zu werden, während andere strafrechtlich verfolgt werden“, sagt safia rayan von amnesty international. ""das harte durchgreifen gegen die zivilgesellschaft und unabhängige medien verschärft sich zusehends und bedroht deren existenz"", so rayan zur dw. bereits ende vergangener woche hatte der un-hochkommissar für menschenrechte, volker türk, ein ende der unterdrückung von oppositionsan",https://www.dw.com/de/tunesiens-schleichender-autoritarismus/a-77130472?maca=de-rss-de-all-1119-xml-mrss
96306,2026-05-14,Deutsche Welle,world_geopolitics,negative,0.462887,low,true,,pending,,,"endemie, epidemie, pandemie: das sind die unterschiede","der aktuelle ausbruch des andes-hantavirus wirft fragen auf, die seit der corona-pandemie vielen vertraut sind. doch was unterscheidet diese begriffe – und was sagen sie wirklich über die gefahr einer krankheit aus?","der ausbruch des seltenen andes‑hantavirus auf dem kreuzfahrtschiff mv hondius wirft erneut fragen auf: wann spricht man von einem ausbruch, wann von einer epidemie – und ab wann von einer pandemie ? die begriffewerden häufig durcheinandergebracht. dabei beschreiben sie nicht die gefährlichkeit einer krankheit, sondern deren ausbreitung. was bedeuten diese begriffe genau? endemie: die ständige bedrohung eine krankheit, die in bestimmten regionen regelmäßig auftritt, wird als endemisch bezeichnet. bei einer endemie bleibt die zahl der erkrankungen über die zeit relativ konstant. sie ist höher als in anderen gegenden, nimmt im laufe der zeit aber nicht weiter zu. in einem gewissen zeitraum erkranken ungefähr immer gleich viele menschen neu. ein typisches beispiel ist die malaria , an der jedes jahr 300 millionen menschen weltweit erkranken, hauptsächlich in den tropen. endemisch bedeutet d",https://www.dw.com/de/endemie-epidemie-pandemie-das-sind-die-unterschiede/a-52369257?maca=de-rss-de-all-1119-xml-mrss
