id,collected_date,source_name,category,current_label,current_score,confidence_bucket,has_body,label_source,review_status,reviewed_label,review_notes,title,summary,body_snippet,link
114119,2026-05-19,CNN Türk,unknown,neutral,0.915383,high,false,claude-sonnet-4-6,reviewed,neutral,olgusal dil bilgisi ve coğrafya bilgisi aktarımı,i i̇le başlayan kelimeler nelerdir? başında i harfi bulunan kelimeler hangileridir?,"alfabede h harfinden sonra gelen i, dar, kalın ve düz ünlü harfler arasında yer almaktadır. ülkemizde i ile başlayan şehirler iğdır ve isparta, ilçeler ilgaz ve ilgın'dır. irak ise ilk harfi i olan tek ülkedir. başında i harfi bulunan isimler ise şu şekilde sıralanabilir: işınsu, işılay, işık, iraz ve işıl.",,https://www.cnnturk.com/yasam/i-ile-baslayan-kelimeler-nelerdir-basinda-i-harfi-bulunan-kelimeler-hangileridir-2314736
114126,2026-05-19,CNN Türk,unknown,neutral,0.901066,high,false,claude-sonnet-4-6,reviewed,neutral,yazım kuralı hakkında olgusal bilgi aktarımı,göz ardı nasıl yazılır? göz ardı tdk doğru yazılışı... göz ardı mı gözardı mı?,"bitişik yazılması ile hata yapılan sözcüklerden biri olarak göz ardı kelime grubu öne çıkar. taşımış olduğu anlamı doğrultusunda türk dil kurumu dahilinde ayrı olarak yazılması gerekir. her ne kadar kelime bakımından birbirlerinden farklı olsalar bile, genel çerçevede grup halinde ayrı olarak bambaşka bir anlam yaratırlar. taşımış olduğu bu anlamı doğrultusunda ayrı olarak göz ardı kelimesi grubu günlük yaşamda değerlendirilir.",,https://www.cnnturk.com/yasam/goz-ardi-nasil-yazilir-goz-ardi-tdk-dogru-yazilisi-goz-ardi-mi-gozardi-mi-1859326
114131,2026-05-19,CNN Türk,unknown,neutral,0.98684,high,false,claude-sonnet-4-6,reviewed,neutral,yazım kuralı hakkında olgusal bilgi aktarımı,katetmek nasıl yazılır? katetmek tdk doğru yazılışı... katetmek mi kat etmek mi?,katetmek kelimesi genel olarak bir yeri aşmak ya da bir yeri geçmek gibi şeklinde kullanılır. aynı zamanda alternatif olarak kesmek ya da bölmek gibi anlamlar dahilinde kullanıldığını ifade etmek mümkün. bitişik olarak yazılması ile birlikte günlük hayatın önemli sözlükleri içerisinde gelmektedir. genelde ayrı olarak yazmak suretiyle hata yapılan yaygın kelimeler içerisinde gelir.,,https://www.cnnturk.com/kultur-sanat/katetmek-nasil-yazilir-katetmek-tdk-dogru-yazilisi-katetmek-mi-kat-etmek-mi-1827016
114153,2026-05-19,CNN Türk,unknown,neutral,0.844492,high,false,claude-sonnet-4-6,reviewed,neutral,coğrafi ve iklim bilgisi aktarımı,dünya'nın en sıcak ülkesi hangisidir? dünya'nın en sıcak yeri kaç derece?,özellikle söz konusu sıcaklık olduğu zaman afrika ve orta doğu bölgelerinde bunun dayanamayacak noktaya geldiğini söylemek gerekir. öyle ki çöller güneş ışınlarını tutması ile beraber zemini ısıtması doğrultusunda ciddi bir sıcaklık derecesine ulaşım olanağı vermektedir. bu doğrultuda libya topraklarında yer alan aziziye çölü düzenli olarak yüksek sıcaklık yaratmaktadır.,,https://www.cnnturk.com/kultur-sanat/dunyanin-en-sicak-ulkesi-hangisidir-dunyanin-en-sicak-yeri-kac-derece-2109929
114158,2026-05-19,CNN Türk,unknown,neutral,0.908966,high,false,claude-sonnet-4-6,reviewed,neutral,"terim açıklaması, olgusal bilgi aktarımı","pr ne demek, açılımı nedir? pr yapmak ne demek?","pr kelimesi, public relations şeklinde bir açılıma sahiptir. yabancı bir kelimenin kısaltması olarak bilinen pr ifadesinin açılımının türkçe anlamı ise halkla ilişkiler olarak bilinmektedir. pr kelimesi genel olarak şirket tanıtımlarını içeren bir ifade olma özelliğine sahiptir.",,https://www.cnnturk.com/kultur-sanat/pr-ne-demek-acilimi-nedir-pr-yapmak-ne-demek-1829911
114142,2026-05-19,CNN Türk,unknown,neutral,0.617411,mid,false,claude-sonnet-4-6,reviewed,neutral,isim anlamı hakkında olgusal bilgi aktarımı,"kumsal i̇sminin anlamı nedir? kumsal i̇smi kur'an'da geçer mi, tdk sözlük anlamı ne demek?","kumsal ismi, birden çok anlam taşımaktadır. i̇lk olarak kumluk deniz kenarı, sahil, kum bulunan alan olarak ifade edilebilmektedir. kumsal son yıllarda oldukça popüler isimler arasında bulunmaktadır. sahil sözcüğüyle eş anlam taşıması bakımından, kız çocuklarında yaygın olarak işitilmektedir. kumsal adını aileler büyük beğeniyle kız çocuklarına vermektedir.",,https://www.cnnturk.com/kultur-sanat/kumsal-isminin-anlami-nedir-kumsal-ismi-kuranda-gecer-mi-tdk-sozluk-anlami-ne-demek-1819110
114097,2026-05-19,CNN Türk,unknown,positive,0.995907,high,false,claude-sonnet-4-6,reviewed,neutral,telefon kodu hakkında olgusal bilgi aktarımı,236 nerenin telefon kodu? 0236 alan kodu hangi şehre ait?,telefon kodları her şehir için farklıdır. bir şehre bağlı olan ilçeler de bağlı olduğu ilin kodunu kullanır. ülke dışından il sınırları içeresindeki ilçe ve köyleri arayan kişiler il kodunu çevirmesi gerekiyor. bu kodlardan biri de 236 kodudur. i̇nternet üzerinden en çok yapılan aramalardan biri de kod aramalarıdır. özellikle bilinmeyen numaralardan yapılan aramalarda ilk aşamada numaranın önündeki kod internetten sorgulanıyor. peki 236 nerenin telefon kodu? 0236 alan kodu hangi şehire ait? detaylar açıklamada.,,https://www.cnnturk.com/yasam/236-nerenin-telefon-kodu-0236-alan-kodu-hangi-sehre-ait-1855737
114103,2026-05-19,CNN Türk,unknown,positive,0.998632,high,false,claude-sonnet-4-6,reviewed,neutral,isim anlamı hakkında olgusal bilgi aktarımı,"emirhan i̇sminin anlamı nedir? emirhan i̇smi kur'an'da geçer mi, tdk sözlük anlamı ne demek?","emirhan isminin anlamı ve okunuşu ve anlamı sayesinde erkek çocukları için çok sık tercih edilen bir isim olarak ön plana çıkıyor. i̇ki farklı ismin bir araya gelmesi ile elde edilen bu isim, türkçede en sık kullanılan isimler arasında yer alıyor.",,https://www.cnnturk.com/yasam/emirhan-isminin-anlami-nedir-emirhan-ismi-kuranda-gecer-mi-tdk-sozluk-anlami-ne-demek-1800815
114109,2026-05-19,CNN Türk,unknown,positive,0.872749,high,false,claude-sonnet-4-6,reviewed,neutral,isim anlamı hakkında olgusal bilgi aktarımı,"emre i̇sminin anlamı nedir? emre i̇smi kur'an'da geçer mi, tdk sözlük anlamı ne demek?",emre ismi geçmişten günümüze kadar gelmiş en eski isimlerden biri olarak karşımıza çıkmaktadır. ancak isim günümüzde de sıklıkla kullanılmaktadır. ayrıca güncelliğini yitirmeyen popüler isimler arasında yer almaktadır. emre ismi eski tarihlerden bu yana birçok ünlü kişinin de ismidir. emre ismi anlamı ve kulağa hoş gelen yapısı ile erkek bebekler için uygun bir isimdir.,,https://www.cnnturk.com/yasam/emre-isminin-anlami-nedir-emre-ismi-kuranda-gecer-mi-tdk-sozluk-anlami-ne-demek-1765343
114155,2026-05-19,CNN Türk,unknown,positive,0.991346,high,false,claude-sonnet-4-6,reviewed,neutral,yazım kuralı hakkında olgusal bilgi aktarımı,i̇lkokul nasıl yazılır? i̇lkokul tdk doğru yazılışı... i̇lkokul mu i̇lk okul mu?,"i̇lkokul yazılışı tdk tarafından belirtilmişti. i̇lkokul kelimesini yazım dilinde kullanacak olan kişiler ""ilkokul nasıl yazılır?"" sorusuna yanıt arıyor. peki, ilkokul birleşik mi, ayrımı yazılır?",,https://www.cnnturk.com/kultur-sanat/ilkokul-nasil-yazilir-ilkokul-tdk-dogru-yazilisi-ilkokul-mu-ilk-okul-mu-1840041
114062,2026-05-19,CNN Türk,unknown,positive,0.504256,low,false,claude-sonnet-4-6,reviewed,neutral,"sağlık bilgisi aktarımı, olgusal açıklama","sırtta sivilce neden çıkar, nasıl geçer? sırttaki sivilcelerden nasıl kurtulunur?",ergenlik döneminden yetişkinlik dönemine kadar pek çok kişide görülen problemlerden birisi de sivilcelerdir. genellikle yüzde çıkan sivilceler sırt bölgesinde de çoğunlukla görülmektedir. fakat sırt bölgesinde çıkan sivilceler bazı hastalıkların habercisi olabilir. bu nedenle mutlaka dikkate alınması gereken hastalıklardan birisidir.,,https://www.cnnturk.com/saglik/sirtta-sivilce-neden-cikar-nasil-gecer-sirttaki-sivilcelerden-nasil-kurtulunur-1623872
114104,2026-05-19,CNN Türk,unknown,positive,0.548921,low,false,claude-sonnet-4-6,reviewed,neutral,"alfabetik bilgi aktarımı, rutin içerik",o i̇le başlayan eşya i̇simleri... o harfi i̇le başlayan eşyalar,"alfabemizdeki sekiz sessiz harften biri olan o, r harfinden sonra gelir. o, aynı zamanda, 3. tekil şahıs zamiri olarak kullanılır. o ile başlayan toplam 10 eşya ismi bulunmaktadır.",,https://www.cnnturk.com/yasam/o-ile-baslayan-esya-isimleri-o-harfi-ile-baslayan-esyalar-1783124
114141,2026-05-19,CNN Türk,unknown,positive,0.607914,mid,false,claude-sonnet-4-6,reviewed,neutral,"kelime anlamı açıklaması, olgusal bilgi","muafiyet ne demek, tdk sözlük anlamı nedir? muafiyet nasıl yazılır?","muafiyet, arapça kökenli bir sözcüktür ve dilimize de arapça dilinden geçmiştir. muafiyet, kendisine uygulanmamak ya da ayrı tutulmak anlamlarına gelen bir kelimedir.",,https://www.cnnturk.com/kultur-sanat/muafiyet-ne-demek-tdk-sozluk-anlami-nedir-muafiyet-nasil-yazilir-1829215
114152,2026-05-19,CNN Türk,unknown,positive,0.602713,mid,false,claude-sonnet-4-6,reviewed,neutral,dil zorluğu hakkında olgusal bilgi aktarımı,dünya'nın en zor dili hangisidir? i̇şte dünya'nın en zor dilleri listesi...,"dünya çapında birçok farklı dil vardır ve bunların yapıları da birbirinden değişiktir. ancak özellikle bazı diller öğrenmesi oldukça zor ve çok karmaşık lider olarak öne çıkar. bu doğru da dünyanın en zor dili olarak bilinen çince, taşımış olduğu özellikleri ve harfleri üzerinden bütünüyle farklı bir dildir.",,https://www.cnnturk.com/kultur-sanat/dunyanin-en-zor-dili-hangisidir-dunyanin-en-zor-dilleri-listesi-2109935
114164,2026-05-19,CNN Türk,unknown,positive,0.636363,mid,false,claude-sonnet-4-6,reviewed,neutral,dizi bölüm özeti ve program duyurusu,uzak şehi̇r 62. bölüm full i̇zleme li̇nki̇: uzak şehir 63. bölümde neler olacak?,"her pazartesi akşamı kanal d ekranlarında yayınlanan uzak şehir dizisinin 62. yeni bölümü sona erdi. uzak şehir dizisinin son bölümünde tansiyon zirvedeydi. feyyaz’ın konağa uzanan kanlı hamlesinden sonra cihan büyük hesaplaşma için harekete geçerken, sadakat’in öğrendiği gerçek tüm dengeleri değiştirdi. seyirciler uzak şehir 62. bölüm full izleme linkini ve 63. bölüm fragmanını sorgulamaya başladı. peki uzak şehir 63. bölümde neler olacak?",,https://www.cnnturk.com/magazin/uzak-sehir-62-bolum-full-izleme-linki-uzak-sehir-63-bolumde-neler-olacak-3423558
115482,2026-05-19,Cumhuriyet,unknown,negative,0.996145,high,false,claude-sonnet-4-6,reviewed,negative,"silahlı saldırı, ölü ve yaralılar var",abd’de i̇slam merkezine silahlı saldırı: ölü ve yaralılar var,"abd’nin california eyaletindeki san diego i̇slam merkezi’ne düzenlenen silahlı saldırıda ilk belirlemelere göre bir kişi yaşamını yitirdi, çok sayıda kişi yaralandı. polis, saldırganın etkisiz hale getirildiğini açıkladı.",,https://www.cumhuriyet.com.tr/turkiye/abd-de-islam-merkezine-silahli-saldiri-olu-ve-yaralilar-var-2504976
115391,2026-05-19,Cumhuriyet,unknown,negative,0.705518,mid,false,claude-sonnet-4-6,reviewed,neutral,"transfer sorusuna yanıt, belirsiz açıklama",roland sallai'den transfer sorusuna yanıt: 'i̇lgilenen kulüpler olduğunu duydum ama...',"roland sallai, galatasaray'da daha fazla kupa kazanmak istediğini söyledi. kendisiyle ilgilenen kulüpler olduğunu belirten sallai, hakkında çıkan transfer iddialarına da yanıt verdi.",,https://www.cumhuriyet.com.tr/spor/roland-sallai-den-transfer-sorusuna-yanit-ilgilenen-kulupler-oldugunu-duydum-ama-2505050
115459,2026-05-19,Cumhuriyet,unknown,negative,0.736832,mid,false,claude-sonnet-4-6,reviewed,neutral,tarihi dönüşüm hakkında olgusal yorum,geleceksizlik,"ulusal kurtuluş mücadelesinin başlangıcı olarak bilinen 19 mayıs 1919 tarihi, ülkemiz ve halkımız için çok anlamlı bir dönüşümü ifade eder.",,https://www.cumhuriyet.com.tr/yazarlar/mehmet-sakir-ors/geleceksizlik-2504955
115476,2026-05-19,Cumhuriyet,unknown,negative,0.576145,mid,false,claude-sonnet-4-6,reviewed,positive,Galatasaray şampiyonluk kutlaması,vefa ve vefasızlık,"galatasaray, 26. şampiyonluğunu kutladı geçenlerde ali sami yen’de.",,https://www.cumhuriyet.com.tr/yazarlar/arif-kizilyalin/vefa-ve-vefasizlik-2504967
115870,2026-05-19,Cumhuriyet,unknown,negative,0.635537,mid,false,claude-sonnet-4-6,reviewed,neutral,gıda güvenliği hakkında bilimsel bilgi aktarımı,"küflü gıdalar yenilebilir mi, hangileri risk taşır?","her yıl hanehalkları tarafından milyonlarca ton gıdanın çöpe atıldığı günümüzde, küflenen yiyeceklerin hangilerinin kurtarılabileceği, hangilerinin ise doğrudan zehir saçtığı bilimsel verilerle ortaya kondu.",,https://www.cumhuriyet.com.tr/saglik/kuflu-gidalar-yenilebilir-mi-hangileri-risk-tasir-2504883
115471,2026-05-19,Cumhuriyet,unknown,neutral,0.875334,high,false,claude-sonnet-4-6,reviewed,neutral,"tarihsel/retorik soru, olgusal aktarım",o meşale hâlâ yanıyor mu?,19 mayıs sabahı samsun’da yalnızca bir vapur kıyıya yanaşmadı.,,https://www.cumhuriyet.com.tr/yazarlar/guven-baykan/o-mesale-hala-yaniyor-mu-2504970
115489,2026-05-19,Cumhuriyet,unknown,positive,0.998527,high,false,claude-sonnet-4-6,reviewed,positive,anma töreni ve ödül sahiplerini buldu,türkan saylan 17. yılında anıldı: bilim ve sanat ödülleri sahiplerini buldu,"çağdaş yaşamı destekleme derneği’nin unutulmaz genel başkanı prof. dr. türkan saylan, ölümünün 17. yılında düzenlenen törenle anıldı. gecede 16. türkan saylan bilim ve sanat ödülleri de sahiplerine verildi.",,https://www.cumhuriyet.com.tr/turkiye/turkan-saylan-17-yilinda-anildi-bilim-ve-sanat-odulleri-sahiplerini-buldu-2504962
115775,2026-05-19,Cumhuriyet,unknown,positive,0.966048,high,false,claude-sonnet-4-6,reviewed,negative,"yarışmacı elendi, başarısızlık",kim milyoner olmak i̇ster'de 500 bin tl'lik soru heyecanı: dikkuyruk sorusu yarışmacıyı eledi,"atv ekranlarında oktay kaynarca'nın sunumuyla izleyiciyle buluşan ""kim milyoner olmak i̇ster"" yarışmasının son bölümünde, 500 bin tl değerindeki 10'uncu soru geceye damga vurdu. başarılı bir performans sergileyerek büyük ödüle yaklaşan i̇layda çavdar, ""dikkuyruk hangi hayvanın küçük bir türüdür?"" sorusu karşısında zor anlar yaşadı.",,https://www.cumhuriyet.com.tr/yasam/kim-milyoner-olmak-ister-de-500-bin-tl-lik-soru-heyecani-dikkuyruk-sorusu-yarismaciyi-eledi-2504838
115430,2026-05-19,Cumhuriyet,unknown,positive,0.625137,mid,false,claude-sonnet-4-6,reviewed,neutral,"hava durumu uyarısı, rutin bilgi aktarımı",akom tarih verdi: i̇stanbul'a gök gürültülü sağanak yağış uyarısı,"i̇stanbul büyükşehir belediyesi afet koordinasyon merkezi (akom), 19 mayıs salı (bugün) tarihli raporuyla i̇stanbulluları uzun sürecek yağışlı bir sisteme karşı uyardı. bugün 25°c ile baharın tadını çıkaran megakent, çarşamba gününden itibaren şemsiyelerin kapanmayacağı bir döneme giriyor.",,https://www.cumhuriyet.com.tr/turkiye/akom-tarih-verdi-istanbul-a-gok-gurultulu-saganak-yagis-uyarisi-2505012
115472,2026-05-19,Cumhuriyet,unknown,positive,0.559095,mid,false,claude-sonnet-4-6,reviewed,neutral,"tarihsel fotoğraf, olgusal aktarım",bandırma vapuru’nun fotoğrafı,1 temmuz 1927…,,https://www.cumhuriyet.com.tr/yazarlar/tolga-aydogan/bandirma-vapuru-nun-fotografi-2504971
112256,2026-05-19,Habertürk,unknown,negative,0.996783,high,false,claude-sonnet-4-6,reviewed,negative,işçi elektrik akımında hayatını kaybetti,akımına kapılan işçi kurtarılamadı,"mardin’de çalıştığı sırada elektrik akımına kapılan 27 yaşındaki işçi mehmet demirkaya hayatını kaybetti. kalbi duran işçi, sağlık ekiplerinin müdahalesiyle yeniden hayata döndürülse de kaldırıldığı hastanede kurtarılamadı",,https://www.haberturk.com/son-dakika-mardinde-elektrik-akimina-kapilan-27-yasindaki-isci-mehmet-demirkaya-hayatini-kaybetti-3885706
112302,2026-05-19,Habertürk,unknown,negative,0.969533,high,false,claude-sonnet-4-6,reviewed,negative,kulüpten ikinci üst düzey ayrılık,beşiktaş'ta ikinci ayrılık!,"beşiktaş'ta teknik direktör sergen yalçın'ın ardından futbol a takımı genel koordinatörü serkan reçber de görevinden ayrıldı. reçber, sosyal medya hesabından yaptığı paylaşımda, ""geçirdiğimiz sezonun ardından, yaşanan süreçte ve gelinen noktada talebim doğrultusunda görevimden ayrılmış bulunmaktayım. bu süre zarfında desteğini esirgemeyen taraftarlarımıza, camiamıza, yönetimimize ve başkanımız sn. serdal adalı'ya teşekkür ederim."" ifadesini kullandı.",,https://www.haberturk.com/besiktas-ta-serkan-recber-gorevinden-ayrildi-3885685-spor
112311,2026-05-19,Habertürk,unknown,negative,0.99116,high,false,claude-sonnet-4-6,reviewed,positive,Galatasaray stadyumu övgüyle anıldı,curtis jones'tan galatasaray itirafı!,"liverpool'un orta sahası curtis jones, verdiği röportajda galatasaray'la ilgili dikkat çeken bir itirafta bulundu. ""favori stadyumun hangisi?"" sorusuna yanıt veren jones, ""galatasaray'ın stadyumu. adını tam olarak hatırlamıyorum ama orada oynadığımızda, daha önce hiç böyle bir atmosfer yaşamamıştım."" dedi.",,https://www.haberturk.com/curtis-jones-galatasaray-in-stadi-benim-favorim-3885568-spor
112524,2026-05-19,Habertürk,unknown,negative,0.546158,low,false,claude-sonnet-4-6,reviewed,negative,bebek araç altında kalarak hayatını kaybetti,mardin'de amcasının geri manevra yaptığı aracın altında kalan kumsal bebek hayatını kaybetti,,,https://www.haberturk.com/son-dakika-mardin-de-amcasinin-geri-manevra-yaptigi-aracin-altinda-kalan-kumsal-bebek-hayatini-kaybetti-3885716
112328,2026-05-19,Habertürk,unknown,negative,0.722706,mid,false,claude-sonnet-4-6,reviewed,neutral,"saldırı ertelendi, dengeli diplomatik gelişme","donald trump, i̇ran'a saldırıyı erteledi","abd başkanı donald trump, new york times'a (nyt) verdiği röportajda ""i̇ranlılar yakında neler olacağını biliyor."" ifadesini kullandı. donald trump bir diğer açıklamasında ise i̇ran'a yönelik yarın için planlanan saldırıyı gelen talepler üzerine ertelediğini belirtti.",,https://www.haberturk.com/donald-trump-iran-a-saldiriyi-erteledi-3885634
112661,2026-05-19,Habertürk,unknown,negative,0.613606,mid,false,claude-sonnet-4-6,reviewed,negative,"servis devrilmesi, 17 yaralı kaza haberi",17 yaralı! rus öğrencilerin servisi devrildi,,,https://www.haberturk.com/17-yarali-rus-ogrencilerin-servisi-devrildi-3885618
112699,2026-05-19,Habertürk,unknown,neutral,0.854705,high,false,claude-sonnet-4-6,reviewed,neutral,rutin maç programı duyurusu,bugün hangi maçlar var? 18 mayıs 2026 pazartesi maç programı,,,https://www.haberturk.com/bugun-hangi-maclar-var-18-mayis-2026-pazartesi-bugun-kimin-maci-var-hangi-mac-hangi-kanalda-yayinlanacak-3885465
112242,2026-05-19,Habertürk,unknown,positive,0.99927,high,false,claude-sonnet-4-6,reviewed,positive,Arsenal galibiyet ve şampiyonluğa yaklaşma,arsenal şampiyonluğa çok yakın!,"lider arsenal, premier lig'in 37. haftasında konuk ettiği burnley'i kai havertz'in golüyle 1-0 mağlup etti. puanını 82'ye yükselten arsenal, manchester city'nin bugün oynayacağı bournemouth deplasmanında puan kaybetmesi halinde şampiyonluğunu ilan edecek.",,https://www.haberturk.com/arsenal-premier-lig-de-sampiyonluga-bir-adim-daha-yaklasti-3885650-spor
112748,2026-05-19,Habertürk,unknown,positive,0.994983,high,false,claude-sonnet-4-6,reviewed,neutral,rutin ziyaret haberi,"bahçeli, teknocak festivali’ni ziyaret etti",,,https://www.haberturk.com/bahceli-teknocak-festivalini-ziyaret-etti-3885554
112213,2026-05-19,Habertürk,unknown,positive,0.601255,mid,false,claude-sonnet-4-6,reviewed,neutral,olgusal hava durumu uyarısı aktarımı,bu bölgeler için sağanak yağmur uyarısı,"meteoroloji'den yapılan son hava durumu tahminlerine göre; trakya, karadeniz'in iç kesimleri, doğu anadolu'nun doğusu ile doğu akdeniz gök gürültülü sağanak yağmurlu, diğer bölgeler az bulutlu ve açık geçecek.",,https://www.haberturk.com/son-dakika-haberi-meteoroloji-den-bu-bolgeler-icin-saganak-yagmur-uyarisi-guncel-hava-durumu-3885672
