id,collected_date,source_name,category,current_label,current_score,confidence_bucket,has_body,label_source,review_status,reviewed_label,review_notes,title,summary,body_snippet,link
115451,2026-05-19,Cumhuriyet,unknown,positive,0.539245,low,false,claude-sonnet-4-6,reviewed,neutral,rutin tatil günü kargo çalışma durumu sorgusu,"19 mayıs kargolar çalışıyor mu? 19 mayıs kargolar tatil mi, kapalı mı?","19 mayıs atatürk’ü anma, gençlik ve spor bayramı nedeniyle kargo şirketlerinin çalışma durumu yurttaşlar tarafından araştırılıyor. peki, 19 mayıs kargolar çalışıyor mu? 19 mayıs kargolar tatil mi, kapalı mı?",,https://www.cumhuriyet.com.tr/turkiye/19-mayis-kargolar-calisiyor-mu-19-mayis-kargolar-tatil-mi-kapali-mi-2504991
112675,2026-05-19,Habertürk,unknown,neutral,0.6918,mid,false,claude-sonnet-4-6,reviewed,positive,"sözleşme yenileme anlaşması, olumlu gelişme","fatih karagümrük, stanojevic ile sözleşme yeniledi!",,,https://www.haberturk.com/fatih-karagumruk-stanojevic-ile-sozlesme-yeniledi-3885616-spor
112719,2026-05-19,Habertürk,unknown,positive,0.730695,mid,false,claude-sonnet-4-6,reviewed,negative,"ihale operasyonu, tutuklama talebi, suç iddiası",i̇bb'ye ihale operasyonunda 11 şüpheliye tutuklama talebi!,,,https://www.haberturk.com/son-dakika-ibb-ye-ihale-operasyonunda-11-supheliye-tutuklama-talebi-3885574
113121,2026-05-19,Hürriyet,unknown,negative,0.502944,low,false,claude-sonnet-4-6,reviewed,neutral,"cumhurbaşkanının anma günü paylaşımı, rutin açıklama","cumhurbaşkanı erdoğan'dan ""kırım tatar sürgününün 82. yılına"" ilişkin paylaşım","cumhurbaşkanı recep tayyip erdoğan, ""unutulmamalıdır ki türkiye ve türk milleti olarak kırımlı kardeşlerimizin yanında olmaya, onların haklarını uluslararası alanda savunmaya devam edeceğiz."" ifadelerini kullandı.",,https://www.hurriyet.com.tr/gundem/cumhurbaskani-erdogandan-kirim-tatar-surgununun-82-yilina-iliskin-paylasim-43176680
113091,2026-05-19,Hürriyet,unknown,negative,0.654441,mid,false,claude-sonnet-4-6,reviewed,neutral,"bakanlığın bayram klibi paylaşımı, rutin duyuru",msb'den anlamlı 19 mayıs klibi! atatürk'ün bu sözlerine yer verildi,"milli savunma bakanlığı (msb), 19 mayıs atatürk'ü anma, gençlik ve spor bayramı'na ilişkin video mesaj paylaştı.",,https://www.hurriyet.com.tr/gundem/msbden-anlamli-19-mayis-klibi-ataturkun-bu-sozlerine-yer-verildi-43176952
113362,2026-05-19,Hürriyet,unknown,positive,0.54318,low,false,claude-sonnet-4-6,reviewed,negative,"İran'a saldırı planı, savaş tehdidi, gerilim",trump: bugün vuracaktım körfez vazgeçirdi,"abd ve i̇srail’in i̇ran’a yönelik yeni bir saldırı hazırlığında olduğu iddialarının arttığı bir dönemde, abd başkanı trump dün gece yaptığı paylaşımla, i̇ran’a bugün bir saldırı planlandığını ancak bazı bölge ülkelerinin isteği üzerine saldırıyı ertelediğini duyurdu.",,https://www.hurriyet.com.tr/dunya/trump-bugun-vuracaktim-korfez-vazgecirdi-43176837
113070,2026-05-19,Hürriyet,unknown,positive,0.621442,mid,false,claude-sonnet-4-6,reviewed,neutral,"siyasi tartışma, net valans yok",chp’deki toplantılar özgür özel’i devirir mi,kendi̇ başlığımı kendim öldürmüş olacağım ama doğrusu neyse o.,,https://www.hurriyet.com.tr/yazarlar/abdulkadir-selvi/chpdeki-toplantilar-ozgur-ozeli-devirir-mi-43176817
114860,2026-05-19,Milliyet,unknown,negative,0.996669,high,false,claude-sonnet-4-6,reviewed,negative,"silahlı saldırı, 3 ölü, nefret suçu",son dakika haberleri: abd'de camiye silahlı saldırı! katillerin kimliği belli oldu...,"mi̇lli̇yet.com.tr / abd’nin california eyaletinin san diego kentinde bulunan bir camiye düzenlenen silahlı saldırıda 3 kişi hayatını kaybetti. saldırının ardından kaçan 2 saldırganın etkisiz hale getirildiği ve kısa süre sonra ölü bulunduğu bildirildi. abd basınından new york post , saldırganların kimliklerini ve olayın dikkat çeken tüm detaylarını ortaya çıkardı. saldirganlarin ki̇mli̇kleri̇ açiklandi saldırganların kimliklerinin belirlendiği ifade edilirken 17 yaşındaki cain clark ve 18 yaşındaki caleb velasquez olduğu aktarıldı. güreşçi̇ olduğu ortaya çikti clark’ın madison lisesi’nde eğitim gördüğü, okulun sosyal medya paylaşımlarında yer aldığı ve güreş sporcusu olduğu aktarıldı. saldırganın dedesi david clark, yaşanan olay sonrası “çok üzgünüz, biz de sizin kadar biliyoruz. bu bizim için büyük şok” açıklamasını yaptı. i̇nti̇har notu birakmiş clark ve velasquez’in, camiden sadece birkaç sokak ötede lüks bir içinde , kendilerine ait silahlarla ateş ederek intihar ettikleri tespit edildi. soruşturmada, saldırganlardan birinin ailesinin evinden bir silah alarak ayrıldığı ve “ırkçı” ifadeler içeren bir intihar notu bıraktığı ortaya çıktı. polis kaynaklarına göre, saldırıda kullanılan silahlarda “nefret söylemi” içeren yazılar bulundu. ayrıca saldırganların aracında i̇slam karşıtı yazılar tespit edildi. benzi̇n bi̇donunda di̇kkat çeken detay olay yerinde ayrıca dikkat çeken bir detay daha bulundu. bir benzin bidonunun üzerinde “ss” yazılı bir yapıştırma olduğu görüldü . bu sembolün, nazi almanyası’nda heinrich himmler komutasındaki schutzstaffel (ss) yapılanmasına işaret ettiği değerlendirildi. annesi̇ i̇hbar etmi̇ş polis, olaydan yaklaşık 9:42’de , kayıp bir gençle ilgili bir çağrı aldıklarını açıkladı. endişeli bir annenin ihbarı üzerine polis olayla ilgili risk seviyesini yükseltti. annenin ifadesine göre, oğlunun intihar eğilimli olabileceği , evdeki bazı silahların kaybolduğu ve aracın da yerinde olmadığı bildirildi. ayrıca gencin bir arkadaşıyla birlikte olduğu ve kamuflaj kıyafetler giydikleri belirtildi. polis, kayıp kişinin saldırıyla bağlantılı olup olmadığını netleştirmedi ancak birçok detayın soruşturmayla örtüştüğü ifade edildi. ‘kendi̇ni̇ si̇per etti̇’ saldırıda hayatını kaybedenler arasında, sekiz çocuk babası güvenlik görevlisi amin abdullah yer aldı. yetkililer, abdullah’ın daha fazla can kaybını önlemek için kendini siper ettiğini belirtti. diğer iki kurbanın ise bir bakkal sahibi ve bir başka erkek sivil olduğu açıklandı. yetkililer, ilk ihbarın ardından 4 dakika içinde olay yerine ulaştıklarını, cami çevresine 50 ila 100 polis sevk edildiğini açıkladı. cami i̇mamı taha hassane, olay anında içeride bulunan herkesin güvenli şekilde tahliye edildiğini söyleyerek “tüm öğrenciler, tüm personel ve öğretmenler güvende” açıklamasını yaptı. soruşturma devam edi̇yor saldırının kesin motivasyonu henüz resmi olarak açıklanmadı. ancak silahlarda yer alan i̇slam karşıtı ifadeler , saldırganların bıraktığı intihar notu , araçtaki yazılar ve özellikle “ss” nazi sembolü , olayın ideolojik ve nefret temelli bir saldırı olabileceği ihtimalini güçlendirdi. soruşturma ise çok yönlü şekilde devam ediyor. i̇srail tv'sinde canlı yayında skandal türkiye itirafı! 'düşman ülke ilan etmeliyiz, ağır bedel öderler' almanya’dan dikkat çeken türkiye kararı! tarih verildi: patriot sistemi ve 150 asker konuşlandırılacak",,https://www.milliyet.com.tr/dunya/son-dakika-abdde-camiye-silahli-saldiri-katillerin-kimligi-belli-oldu-benzin-bidonundaki-dikkat-ceken-detay-7590307
114884,2026-05-19,Milliyet,unknown,neutral,0.984008,high,false,claude-sonnet-4-6,reviewed,neutral,"siyasi atama ve yönetim değişikliği, olgusal aktarım","abbas’ın oğlu, el fetih yönetiminde","hapisteki lider mervan barguti ise en yüksek oyu aldı. 64 yaşındaki iş insanı yaser abbas’ın zamanının büyük bölümünü kanada’da geçirdiği belirtiliyor. abbas, yaklaşık beş yıl önce babasının “özel temsilcisi” olarak atanmış ve bu görevle birlikte filistin siyasetinde daha görünür hale gelmişti.",,https://www.milliyet.com.tr/dunya/abbasin-oglu-el-fetih-yonetiminde-7590205
113756,2026-05-19,NTV,unknown,neutral,0.999251,high,false,claude-sonnet-4-6,reviewed,neutral,"filonun ilerleme durumu, olgusal bilgi aktarımı",sumud filosu yoluna devam ediyor,filoya ait en az 10 tekne gazze'ye doğru ilerlemeye devam ediyor.,,https://www.ntv.com.tr/dunya/sumud-filosu-yoluna-devam-ediyor-1724959
113729,2026-05-19,NTV,unknown,positive,0.555829,mid,false,claude-sonnet-4-6,reviewed,neutral,"rutin siyasi açıklama, seçim takvimi hatırlatması",ak parti genel başkan yardımcısı büyükgümüş'ten chp'nin erken seçim talebine yanıt,"ak parti genel başkan yardımcısı ahmet büyükgümüş chp'nin erken seçim çağrılarına ilişkin, ""seçimlerin ne zaman gerçekleşeceği belli. herkes süresince milletimize hizmet edecek"" dedi.",,https://www.ntv.com.tr/turkiye/ak-parti-genel-baskan-yardimcisi-buyukgumusten-chpnin-erken-secim-talebine-yanit-1724885
115205,2026-05-19,Sabah,unknown,positive,0.999094,high,false,claude-sonnet-4-6,reviewed,positive,"bağımsızlık ve kurtuluş savaşı kutlaması, zafer vurgusu",direnişin ve dirilişin günü 19 mayıs,"19 mayıs 1919’da samsun’da yakılan bağımsızlık meşalesi, sadece kurtuluş savaşı’nın değil, türkiye cumhuriyeti’nin de ilk adımı oldu. mustafa kemal atatürk’ün “milletin bağımsızlığını yine milletin azim... devamı için tıklayınız",,https://www.sabah.com.tr/gundem/2026/05/19/direnisin-ve-dirilisin-gunu-19-mayis
114280,2026-05-19,Sözcü,unknown,negative,0.69926,mid,false,claude-sonnet-4-6,reviewed,neutral,"oyuncudan taraftara mesaj, belirsiz valans",guendouzi'den taraftara mesaj: 'hikayemizin sonu değil',guendouzi'den taraftara mesaj: 'hikayemizin sonu değil',,https://www.sozcu.com.tr/guendouzi-den-taraftara-mesaj-hikayemizin-sonu-degil-p320741
114512,2026-05-19,Sözcü,unknown,positive,0.718922,mid,false,claude-sonnet-4-6,reviewed,neutral,"özet yok, başlık belirsiz olay aktarımı",kıyıya vurdu gören şok oldu: tam 15 metre!,,,https://www.sozcu.com.tr/kiyiya-vurdu-goren-sok-oldu-tam-15-metre-p320593
116257,2026-05-19,Yeni Şafak,unknown,positive,0.500795,low,false,claude-sonnet-4-6,reviewed,neutral,"resmi kamulaştırma kararı, rutin idari duyuru",cumhurbaşkanı kararı yayımlandı: enerji projeleri için acele kamulaştırma,"türkiye elektrik iletim anonim şirketi genel müdürlüğüne ait ""154 kv reyhanlı-hassa enerji i̇letim hattı projesi"", ""154 ...",,https://www.yenisafak.com/gundem/cumhurbaskani-karari-yayimlandi-enerji-projeleri-icin-acele-kamulastirma-4825277
116306,2026-05-19,Yeni Şafak,unknown,positive,0.655307,mid,false,claude-sonnet-4-6,reviewed,negative,"Gazze'ye yardım filosu, ölüm ve saldırı riski vurgusu",filo yoluna devam ediyor,"filonun geri kalan kısmı tam hızla gazze’ye doğru ilerlerken i̇srail saldırılarının detaylarını da aktarmaya devam etti. ‘kasrı sadabad’ gemisinde bulunan hak-i̇ş genel başkanı mahmut arslan, “i̇srail donanmasından bir müdahaleye uğramazsak biraz dışarıdan, açıktan inşallah gazze’ye ulaşmaya çalışacağız. i̇ki buçuk milyon gazzeliyi göz göre göre ölüme mi terk edeceğiz” dedi.",,https://www.yenisafak.com/gundem/filo-yoluna-devam-ediyor-4825255
118263,2026-05-20,CNN Türk,unknown,neutral,0.929496,high,false,claude-sonnet-4-6,reviewed,neutral,"siber güvenlik platformu genişletme, olgusal duyuru",siber koruma simülasyonlarıyla bt liderlerini test ediyor,"kips platformunu, bt kuruluşlarına özel olarak geliştirilen yeni gelişmiş siber saldırı senaryolarıyla genişletti.",,https://www.cnnturk.com/teknoloji/siber-koruma-simulasyonlariyla-bt-liderlerini-test-ediyor-3423880
118394,2026-05-20,CNN Türk,unknown,positive,0.935697,high,false,claude-sonnet-4-6,reviewed,neutral,"final rakibi değişikliği, rutin spor haberi",son daki̇ka | hull city’nin finaldeki rakibi değişti! middlesbrough - southampton,"hull city, finalde southampton yerine middlesbrough ile karşı karşıya gelecek.",,https://www.cnnturk.com/spor/futbol/son-dakika-hull-citynin-finaldeki-rakibi-degisti-middlesbrough-southampton-3423789
119918,2026-05-20,Cumhuriyet,unknown,negative,0.55012,mid,false,claude-sonnet-4-6,reviewed,neutral,"resmi icra dairesi ilanı, rutin duyuru",t.c. kandira i̇cra dai̇resi̇ müdürlüğü,t.c. kandira i̇cra dai̇resi̇ müdürlüğü,,https://www.cumhuriyet.com.tr/resmi-ilanlar/t-c-kandira-icra-dairesi-mudurlugu-2505275
120056,2026-05-20,Cumhuriyet,unknown,neutral,0.521907,low,false,claude-sonnet-4-6,reviewed,neutral,"teknik direktör atama haberi, rutin açıklama",arnavutluk milli takımı'nda rolando maran dönemi,arnavutluk milli takımı'nda sylvinho'nun yerine teknik direktörlük görevine rolando maran'ın getirildiğini açıkladı.,,https://www.cumhuriyet.com.tr/spor/arnavutluk-milli-takimi-nda-rolando-maran-donemi-2505142
119935,2026-05-20,Cumhuriyet,unknown,positive,0.700937,mid,false,claude-sonnet-4-6,reviewed,positive,"rakip takıma övgü, olumlu değerlendirme",freiburg teknik direktörü julian schuster'den aston villa'ya övgü,"almanya temsilcisi freiburg'da teknik direktör julian schuster, plana sadık kalmalarının önemli olduğunu söyledi.",,https://www.cumhuriyet.com.tr/spor/freiburg-teknik-direktoru-julian-schuster-den-aston-villa-ya-ovgu-2505309
116951,2026-05-20,Habertürk,unknown,negative,0.719894,mid,false,claude-sonnet-4-6,reviewed,negative,taşkın nedeniyle tarım alanları zarar gördü,tokat erbaa'da taşkın nedeniyle tarım alanlarını su bastı,,,https://www.haberturk.com/tokat-erbaa-da-tarim-alanlarini-su-basti-3885843
117696,2026-05-20,Hürriyet,unknown,negative,0.665291,mid,false,claude-sonnet-4-6,reviewed,negative,"en çok sarı kart alan takım, olumsuz istatistik",trendyol süper lig 2025-26 sezonunda en çok sarı kart gören takım gaziantep fk oldu,"gaziantep fk, trendyol süper lig 2025-26 sezonunda ""en çok sararan"" takımı oldu.",,https://www.hurriyet.com.tr/sporarena/trendyol-super-lig-2025-26-sezonunda-en-cok-sari-kart-goren-takim-gaziantep-fk-oldu-43177330
119478,2026-05-20,Milliyet,unknown,positive,0.679406,mid,false,claude-sonnet-4-6,reviewed,negative,"kayıp köpek, yardım çağrısı, mağduriyet",tan taşçı sevenlerinden yardım istedi! can dostu masum'u arıyor,"haber merkezi̇ - ""yalan"", ""bilir mi?"", ""hafıza"" ve ""paşa paşa"" gibi dillerden düşmeyen pek çok esere imza atan tan taşçı, sosyal medya hesabından yaptığı son paylaşımla yardım çağrısında bulundu.bir süredir yaşamını bodrum'da sürdüren 44 yaşındaki şarkıcı, kaybolan köpeği masum için seferber oldu. manifest konserinde aşk dolu poz! ünlü çiftten romantik paylaşım ünlü şarkıcı, instagram hesabından köpeği masum'un bodrum gümüşlük bölgesinde kaybolduğunu duyurarak takipçilerinden yardım çağrısında bulundu. sevenleri̇nden yardim i̇stedi̇ tan taşçı, patili dostu masum'un fotoğrafının olduğu kayıp ilanında; ''bahçemizin neşe kaynağı, kızım masum… ben i̇stanbul’da provalardayken bahçeden kaçıp gümüşlük’te kaybolmuş. gören, duyan ya da denk gelen biri olursa lütfen bize haber versin. şimdiden ilgilenen herkese çok teşekkür ederim'' ifadelerini kullandı. cannes'a damga vurdu! demet özdemir'in pozlarına beğeni yağmuru",,https://www.milliyet.com.tr/magazin/tan-tasci-sevenlerinden-yardim-istedi-can-dostu-masumu-ariyor-7590748
118886,2026-05-20,Sözcü,unknown,negative,0.574503,mid,false,claude-sonnet-4-6,reviewed,negative,"boğulmaya bağlı ölüm, ceset bulundu",midye toplamak boğaza daldı: cesedi bulundu!,,,https://www.sozcu.com.tr/midye-toplamak-bogaza-daldi-cesedi-bulundu-p320995
118746,2026-05-20,Sözcü,unknown,neutral,0.748682,mid,false,claude-sonnet-4-6,reviewed,negative,"rakip takımın diskalifiye edilmesi, olumsuz sonuç",hull city'nin rakibi diskalifiye edildi!,,,https://www.sozcu.com.tr/hull-city-nin-rakibi-diskalifiye-edildi-p321076
118788,2026-05-20,Sözcü,unknown,neutral,0.596428,mid,false,claude-sonnet-4-6,reviewed,neutral,rutin icra dairesi duyurusu,i̇stanbul gayri̇menkul satiş i̇cra dai̇resi̇ müdürlüğü,,,https://www.sozcu.com.tr/istanbul-gayrimenkul-satis-icra-dairesi-mudurlugu-p320880
118883,2026-05-20,Sözcü,unknown,neutral,0.703803,mid,false,claude-sonnet-4-6,reviewed,positive,"deplasman başarısı, olumlu spor istatistiği",deplasman kralı fatih tekke,,,https://www.sozcu.com.tr/deplasman-krali-fatih-tekke-p321008
118976,2026-05-20,Sözcü,unknown,positive,0.654015,mid,false,claude-sonnet-4-6,reviewed,neutral,"bilimsel keşif, olgusal bilgi aktarımı",buzların içinde donup kalmış: binlerce yıllık sırrın 'tozu' bulundu,,,https://www.sozcu.com.tr/arastirmacilar-buzlarin-icinde-uzaydan-gelen-yildiz-tozu-buldu-p320920
119782,2026-05-20,TRT Haber,unknown,negative,0.997122,high,false,claude-sonnet-4-6,reviewed,negative,"deprem, doğal afet haberi","peru'da 5,9 büyüklüğünde deprem","güney amerika ülkesi peru'da 5,9 büyüklüğünde deprem meydana geldi.",,https://www.trthaber.com/haber/dunya/peruda-59-buyuklugunde-deprem-945663.html
120757,2026-05-20,Yeni Şafak,unknown,negative,0.715425,mid,false,claude-sonnet-4-6,reviewed,neutral,"saldırı ertelendi; müzakereler sürüyor, tehdit mesajı da var",trump: saldırıları bir süreliğine erteledim,"abd başkanı donald trump, i̇ran’a yönelik planlanan saldırının körfez ülkelerinin talebiyle geçici olarak ertelendiğini açıkladı. washington ile tahran arasında müzakereler sürerken, i̇ran yönetiminden ise “yeni cepheler açılabilir” mesajı geldi.",,https://www.yenisafak.com/gundem/trump-saldirilari-bir-sureligine-erteledim-4825469
120812,2026-05-20,Yeni Şafak,unknown,neutral,0.971715,high,false,claude-sonnet-4-6,reviewed,neutral,rutin teknik direktör atama haberi,arnavutluk milli futbol takımı'nda teknik direktörlük görevine rolando maran getirildi,arnavutluk milli futbol takımı'nda brezilyalı sylvio mendes campos junior'dan boşalan teknik direktörlük görevine i̇talyan rolando maran getirildi.,,https://www.yenisafak.com/spor/arnavutluk-milli-futbol-takiminda-teknik-direktorluk-gorevine-rolando-maran-getirildi-4825374
125683,2026-05-21,Cumhuriyet,unknown,negative,0.556656,mid,false,claude-sonnet-4-6,reviewed,neutral,başkan adayından teknik direktör açıklaması,aziz yıldırım'dan teknik direktör açıklaması: 'arka planda türk eski oyuncularımız olacak',"fenerbahçe'de başkan adayı aziz yıldırım, transfer ve teknik direktör konusunda yeni gelişmeyi aynı anda paylaştı.",,https://www.cumhuriyet.com.tr/spor/aziz-yildirim-dan-teknik-direktor-aciklamasi-arka-planda-turk-eski-oyuncularimiz-olacak-2505586
125571,2026-05-21,Cumhuriyet,unknown,neutral,0.999891,high,false,claude-sonnet-4-6,reviewed,neutral,net valans taşımayan olgusal açıklama haberi,dışişleri’nden 15 milyon dolar açıklaması,cevapsız kalan her soru kendine bir başka soru bulur.,,https://www.cumhuriyet.com.tr/yazarlar/baris-terkoglu/disisleri-nden-15-milyon-dolar-aciklamasi-2505618
125582,2026-05-21,Cumhuriyet,unknown,positive,0.813408,high,false,claude-sonnet-4-6,reviewed,neutral,rutin platform içerik değişikliği duyurusu,playstation plus'tan kaldırılacak 5 oyun açıklandı,playstation plus aboneliğinden 16 haziran tarihinde kaldırılacak 5 oyun açıklandı.,,https://www.cumhuriyet.com.tr/bilim-teknoloji/playstation-plus-tan-kaldirilacak-5-oyun-aciklandi-2505625
122144,2026-05-21,Habertürk,unknown,negative,0.99758,high,false,claude-sonnet-4-6,reviewed,negative,"sel, su baskını ve ulaşım aksama tehlikesi uyarısı",sağanak yağmur uyarısı! sel ve su baskını tehlikesi,"meteoroloji genel müdürlüğü, yurt genelinde etkili olması beklenen sağanak ve gök gürültülü sağanak yağışlara karşı vatandaşları uyardı. özellikle marmara bölgesi’nin büyük kısmı ile karadeniz, i̇ç anadolu ve güneydoğu anadolu’daki bazı illerde yağışların yer yer kuvvetli görüleceği tahmin edilirken, ani sel, su baskını ve ulaşımda aksama riskine dikkat çekildi.",,https://www.haberturk.com/son-dakika-meteoroloji-den-kuvvetli-saganak-yagmur-uyarisi-sel-ve-su-baskini-tehlikesi-guncel-hava-durumu-3886178
